"Internal - All"
"Address","Content","Status Code","Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","Meta Refresh 1","Canonical Link Element 1","Size","Word Count","Level","Inlinks","Outlinks","External Outlinks","Hash","Response Time","Last Modified","Redirect URI"
"http://www.fedesarda.it/gb/12--rings-fedi-sarde","text/html; charset=utf-8","200","OK","Sardinian Rings"" Fedi Sarde"" - FedeSarda.it","43","351","Production of rings Sardinians completely handmade. Ours is the real ring Sardinian original","92","529","gold ring,gold filigree ,gold ring filigree,italian ring, jewellery made in italy","81","Rings "" Fedi Sarde"" ","20","","0","Rings "" Fedi Sarde""","19","Gold filigree rings ","20","index,follow","","","68754","590","3","97","148","4","9154901b4d21d7c51ef1cf7f892f25c8","0.653","",""
"http://www.fedesarda.it/img/cms/Gioielli%20sardi%20-%20Fede%20Sarda.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","128702","0","3","0","0","0","","0.044","Sat, 07 May 2016 16:15:40 GMT",""
"http://www.fedesarda.it/es/22-anillos-de-hombre","text/html; charset=utf-8","200","OK","anillos de hombre - FedeSarda.it","32","260","","0","0","","0","anillos de hombre ","18","","0","","0","","0","index,follow","","","51004","483","3","103","97","4","127e6130969d8545ad2a77af9e1ba269","0.559","",""
"http://www.fedesarda.it/253-home_default/collana-corallo-sardo-incastonato.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","16922","0","4","0","0","0","","0.042","Thu, 19 May 2016 07:19:42 GMT",""
"http://www.fedesarda.it/140-home_default/boucles-d-oreilles-en-filigrane-d-argent-fil-de-rose.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","7788","0","5","0","0","0","","0.045","Thu, 26 Feb 2015 06:00:00 GMT",""
"http://www.fedesarda.it/es/home/51-pulsera-de-cerdena-filigrana-hecha-a-mano-y-coral.html","text/html; charset=utf-8","200","OK","Pulsera de Cerdeña filigrana hecha a mano y coral","49","404","Amplia gama de oro y pulseras de plata hecho a mano. Joyas de Cerdeña de alta calidad a precios asequibles","106","639","","0","Pulsera de Cerdeña filigrana hecha a mano y corl","48","","0","","0","","0","index,follow","","","42999","450","4","15","62","5","1d0c12df1cff2b78c9c032415e8465af","0.617","",""
"http://www.fedesarda.it/145-home_default/gioielli-sardi-filigrana-orecchini-sfera-bruniti.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","9099","0","3","0","0","0","","0.073","Thu, 26 Feb 2015 06:00:00 GMT",""
"http://www.fedesarda.it/it/home/24-filigrana-sarda-orecchini-disco-corbula-oro-18-kt-.html","text/html; charset=utf-8","200","OK","Orecchini sardi oro a disco realizzati a mano - filigrana sarda","63","480","Gioielli sardi che sembrano tessuti in un connubio tra arte e tradizione. filigrana sarda realizzata a mano. Alta qualità e gioielli sardi a prezzi imbattibili","159","864","","0","Filigrana sarda orecchini disco corbula oro 18 kt","49","","0","Filigrana sarda, orecchini in oro 18 kt corbula ","48","","0","index,follow","","","46412","465","2","31","62","5","8b59084cae2dd4e33badc43118721efb","0.569","",""
"http://www.fedesarda.it/themes/default-bootstrap/cache/v_25_260232e895180a3326f3eb2f1eb2c355_all.css","text/css","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","37906","0","3","0","0","0","","0.057","Sun, 26 Feb 2017 21:29:40 GMT",""
"http://www.fedesarda.it/es/content/18-cookies","text/html; charset=utf-8","200","OK","Cookies - FedeSarda.it","22","184","","0","0","","0","","0","","0","","0","","0","noindex,follow","","","27083","291","4","5","54","4","ed604ebb0f5228d09b00ec76f5a564c0","0.489","",""
"http://www.fedesarda.it/gb/15-filigree-earrings","text/html; charset=utf-8","200","OK","Filigree earrings - Traditional production - fedesarda.it - FedeSarda.it","72","548","Wide range of hand made earrings. Worked with the technique of Sardinian filigree. Manufactured entirely in Italy","113","647","orecchini filigrana, filigrana sarda,orecchini filigrana sarda, orecchini oro, orecchini sardi","94","filigree earrings ","18","","0","filigree earrings","17","","0","index,follow","","","67450","544","3","100","142","4","632e591db9a90df79f985f180ee798cf","0.631","",""
"http://www.fedesarda.it/fr/home/141-collana-argento-dorato-.html","text/html; charset=utf-8","200","OK","Collier en filigrane | Bijoux sarde, l'innovation et l'originalité","66","466","Nos colliers sont trouvés à partir des années d'expérience dans les bijoux sarde. Nous essayons de donner nos bijoux précieux et originalité.","141","813","","0","Collier en argent rose avec perles colorées","43","","0","","0","","0","index,follow","","","42390","427","5","20","61","5","10988c722cdef92fb8cc316d4d3a7a01","0.607","",""
"http://www.fedesarda.it/fr/home/144-artisanat-anneau-sardaigne.html","text/html; charset=utf-8","200","OK","Artisanat en ligne - Production de bijoux faits à la main de la Sardaigne","73","562","Dans notre boutique d'artisanat en ligne sont beaucoup de sarde précieux. Visitez notre site web.","97","561","","0","Artisanat online - Bijoux sarde","31","","0","","0","","0","index,follow","","","54152","459","3","22","63","5","a22ccf77e4b0232e500ac999dc9a8f77","0.643","",""
"https://www.fedesarda.it/gb/search?tag=sardinian+jewellery","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","4","16","0","0","","","",""
"http://www.fedesarda.it/it/24-anelli-donna-gioielli","text/html; charset=utf-8","200","OK","Anelli donna | Gioielli in oro e argento |FedeSarda.it - FedeSarda.it","69","532","Vasta esposizione di anelli donna realizzati appositamente per te. Fatti tentare dal nostro stile, moderno o classico. Visitaci su fedesarda.it","143","804","anelli donna,anelli,anelli argento,anelli fascia","48","Anelli - Gioielli donna ","24","","0","","0","","0","index,follow","","","54007","508","2","202","107","4","d1e2a7274c1e3c2f0f99275af566ff03","0.635","",""
"http://www.fedesarda.it/75-home_default/boucles-d-oreilles-en-filigrane-pivot-d-argent-feuille-longue.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","10644","0","4","0","0","0","","0.046","Wed, 15 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/es/15-aretes-de-filigrana","text/html; charset=utf-8","200","OK","Aretes de filigrana - La producción tradicional - fedesarda.it - FedeSarda.it","77","589","Amplia gama de hecho a mano pendientes. Se trabajó con la técnica de la filigrana sarda. Fabricado íntegramente en Italia","121","708","orecchini filigrana, filigrana sarda,orecchini filigrana sarda, orecchini oro, orecchini sardi","94","aretes de filigrana ","20","","0","aretes de filigrana","19","","0","index,follow","","","68391","607","3","107","138","4","770d0cee36507718df9e4b1b6b933734","0.674","",""
"http://www.fedesarda.it/it/content/1-consegna","text/html; charset=utf-8","200","OK","Spedizioni e Consegna - FedeSarda.it","36","303","I nostri termini e condizioni di consegna","41","229","condizioni, consegna, tempo, spedizione, pacco","46","Spedizione del tuo pacco","24","","0","","0","","0","index,follow","","","30928","523","2","101","53","4","dd881004e7f528c58cf93c204b9dcfcd","0.491","",""
"http://www.fedesarda.it/88-home_default/pulsera-filigrana-sarda-onix-y-turquesa.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","5165","0","4","0","0","0","","0.042","Thu, 16 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/fr/content/7-Comment-calculer-taille-votre-bague","text/html; charset=utf-8","200","OK","Comment calculer la taille de votre bague - FedeSarda.it","56","448","tableau indiquées les tailles d'anneaux","39","222","","0","","0","","0","","0","","0","index,follow","","","28148","332","3","73","53","4","43af106f696fd378644152d77afb5c0b","0.47","",""
"http://www.fedesarda.it/195-thickbox_default/filigrane-boucles-d-oreilles-boutons-demi-sphere-en-argent.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","57344","0","5","1","0","0","","0.119","Wed, 09 Dec 2015 16:37:00 GMT",""
"http://www.fedesarda.it/it/home/41-orecchini-filigrana-argento-pernio-a-foglia-.html","text/html; charset=utf-8","200","OK","Gioielli sardi in filigrana. Tradizioni che continuano....","58","420","Gioielli sardi in oro e argento lavorati in filigrana sarda. Gioielli tradizionali creati da sapienti artigiani","111","572","","0","Orecchini filigrana argento pernio a foglia","43","","0","","0","","0","index,follow","","","44314","416","3","23","61","5","e6eb9d43e42c191a9ea7523062bde151","0.551","",""
"http://www.fedesarda.it/fr/content/6-devenez-partenaire","text/html; charset=utf-8","200","OK","devenez partenaire - FedeSarda.it","33","272","Travaillez avec nous - Devenir un concessionnaire","49","285","","0","Contactez-nous et devenir notre revendeur!","42"," ","1","","0","","0","index,follow","","","28332","398","3","73","53","4","317b1b6606aa7f1e88ceac7bccedc54b","0.482","",""
"http://www.fedesarda.it/gb/16-silver-earrings","text/html; charset=utf-8","200","OK","Sardinian silver filigree earrings - Jewels Sardinian traditional - FedeSarda.it","80","605","Wherever you are in the world, bring a piece of Sardinia. Here you can find earrings rings, bracelets, Sardinians. Buy your Sardinian jewels.","141","801","orecchini filigrana in argento, orecchini argento, orecchini sardi,gioiello sardo","81","Silver earrings ","16","","0","","0","","0","index,follow","","","66077","527","3","98","135","4","a6dbde8ec6e7b2bea0674affd740ed48","0.595","",""
"http://www.fedesarda.it/167-home_default/fede-sarda-maschile-oro-giallo.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","9137","0","4","0","0","0","","0.039","Mon, 03 Aug 2015 21:50:00 GMT",""
"http://www.fedesarda.it/c/17-medium_default/orecchini-oro.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","2186","0","3","0","0","0","","0.046","Thu, 23 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/217-home_default/gemelli-uomo-argento-filigrana.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","5364","0","3","0","0","0","","0.057","Wed, 20 Jan 2016 11:52:27 GMT",""
"https://www.fedesarda.it/fr/cerca?tag=anello","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","4","19","0","0","","","",""
"http://www.fedesarda.it/118-home_default/pulsera-de-filigrana-de-cerdena-de-plata-dorada-con-bolas.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","10702","0","4","0","0","0","","0.042","Mon, 24 Nov 2014 06:00:00 GMT",""
"http://www.fedesarda.it/175-large_default/anneau-traditionnelle-sarde.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","15227","0","5","0","0","0","","0.059","Fri, 07 Aug 2015 23:34:00 GMT",""
"http://www.fedesarda.it/70-home_default/fedina-sarda-filigrana-dorata-5-fili-.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","7402","0","3","0","0","0","","0.03","Wed, 15 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/fr/20-colliers-et-pendentifs-en-or","text/html; charset=utf-8","200","OK","Colliers et pendentifs Sarde - en filigrane la main d'r - FedeSarda.it","70","530","Le travail en filigrane et sa passion pour la tradition sarde se réunissent pour créer des bijoux sarde de grande classe. Regardez nos collections","146","828","gioielli sardi,gioielli tradizionali,ciondoli filigrana oro,ciondoli oro,filigrana sarda","88","Colliers et pendentifs en or ","29","","0","","0","","0","index,follow","","","43000","428","3","146","81","4","4381cf319a4612440008bcf5a813199","0.635","",""
"http://www.fedesarda.it/it/home/48-gioielli-sardi-filigrana-orecchini-monachella-sfera.html","text/html; charset=utf-8","200","OK","Orecchini argento filigrana sarda, sfera","40","310","Gioielli sardi realizzati in oro e argento. Filigrana finissima fatta a mano. Garantiti Made in Italy","101","544","","0","Gioielli sardi filigrana orecchini monachella sfera","51","","0","","0","","0","index,follow","","","48528","416","3","24","63","5","ef11ea88b01a0fcb49332d6de39195cb","0.691","",""
"http://www.fedesarda.it/it/collane-e-ciondoli-argento/162-ciondolino-filigrana-sarda.html","text/html; charset=utf-8","200","OK","Ciondolino - Filigrana Sarda - Gioielli Artistici fatti a mano","62","453","Visita la nostra collezione di Ciondolini, realizzati a mano da esperti filigranisti sardi. Lavorazioni artistiche realizzate con grande cura nei particolari","157","848","","0","Ciondolino - Filigrana Sarda - Gioielli fatti a mano","52","","0","Ciondolo filigrana tradizionale sarda diametro cm.2,5 Disponibile anche in argento dorato ","90","","0","index,follow","","","59519","539","3","43","107","5","ed2dd4b8cdb316fd6c0cc5a8eb70fa11","0.683","",""
"http://www.fedesarda.it/themes/default-bootstrap/cache/v_25_bd28920824194c5c858c6ddff7d499cc_print.css","text/css","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","600","0","3","0","0","0","","0.038","Sun, 26 Feb 2017 14:30:15 GMT",""
"http://www.fedesarda.it/it/home/66-orecchini-filigrana-bottone-argento-mezza-sfera.html","text/html; charset=utf-8","200","OK","Orecchini mezza sfera in argento. Filigrana sarda","49","390","La gamma di orecchini Fede Sarda.it comprende orecchini in argento 925, oro 18k. ","81","482","","0","Orecchini filigrana bottone, argento mezza sfera","48","","0","","0","","0","index,follow","","","47132","416","3","22","61","5","557ef687b03d0c4ce142e4360414d6f9","0.679","",""
"http://www.fedesarda.it/it/content/category/1-home","text/html; charset=utf-8","200","OK","- FedeSarda.it","14","114","","0","0","","0","Home","4","","0","","0","","0","index,follow","","","29741","292","3","4","64","4","b821bc01d4b402af45cf376119312de7","0.561","",""
"https://www.fedesarda.it/it/carrello?qty=1&id_product=147&token=2bda6e7a798da6fa2570cedf2b162190&add=","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","4","1","0","0","","","",""
"http://www.fedesarda.it/fr/23-boutons-de-manchette","text/html; charset=utf-8","200","OK","Boutons de manchette, argent et or. Filigrane - FedeSarda.it","60","479","","0","0","","0","boutons de manchette ","21","","0","","0","","0","index,follow","","","43058","412","3","143","81","4","66d65e1541ed62d1d07ba59e35e539fe","0.66","",""
"http://www.fedesarda.it/themes/default-bootstrap/cache/v_25_fa698a040598e71594de34f04b966898_all.css","text/css","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","39902","0","3","0","0","0","","0.053","Sun, 26 Feb 2017 14:29:55 GMT",""
"http://www.fedesarda.it/it/home/42-orecchini-gioielli-sardi-filigrana-argento-pernio-.html","text/html; charset=utf-8","200","OK","Orecchini sardi in argento. Chiusura a pernio","45","357","Orecchini d'argento tradizionali della Sardegna. Pezzi unici e inimitabili","74","408","","0","Orecchini gioielli sardi filigrana argento pernio","49","","0","","0","","0","index,follow","","","44234","410","3","23","61","5","da187249e56c5a839d5ea0fe3473e872","0.704","",""
"http://www.fedesarda.it/it/home/111-gioielleria-sarda-collana-lavorata-a-mano.html","text/html; charset=utf-8","200","OK","Collana Filigrana Sarda | Gioielli Sardi realizzati in oro e argento","68","510","Collane sarde in filigrana - Realizzazione ciondoli, collane, bracciali ed anelli tradizionali e moderni. Collane e pendenti originali con linee innovative.","156","848","","0","Gioielleria sarda: collana lavorata a mano","42","","0","","0","","0","index,follow","","","43814","393","4","40","61","5","ad87f79aabb74b41fa305a7b28ed6562","0.747","",""
"http://www.fedesarda.it/es/sitemap","text/html; charset=utf-8","200","OK","Mapa del Sitio - FedeSarda.it","29","233","¿Te has perdido ? Encuentra lo que buscas","41","252","sitemap","7","mapa del sitio","14","","0","Categorías","10","","0","index,follow","","","34274","460","3","49","102","4","75c365563e8bf60fedb54b3a7b737e67","0.582","",""
"http://www.fedesarda.it/236-home_default/ciondolino-filigrana-sarda.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","5664","0","3","0","0","0","","0.048","Thu, 24 Mar 2016 12:11:50 GMT",""
"https://www.fedesarda.it/gb/search?tag=ring","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","4","16","0","0","","","",""
"http://www.fedesarda.it/fr/home/68--bijoux-sardes-boucles-d-oreilles-en-filigrane-balle-bruni.html","text/html; charset=utf-8","200","OK","Boucles d'oreilles sardes | handcrafted","39","309","Bruni oreilles en argent en filigrane sarde. Nous réalisons des produits sardes pour plus de trente ans, la création d'œuvres d'art uniques d'une grande valeur.","160","902","","0","Bijoux sardes boucles d'oreilles en filigrane balle bruni","57","","0","","0","","0","index,follow","","","48014","457","4","31","63","5","51538b23e03e108f9e3b1276ce13cf49","0.737","",""
"http://www.fedesarda.it/it/home/149-gemelli-camicia-uomo-accessori.html","text/html; charset=utf-8","200","OK","Gemelli camicia - Accessori per uomo","36","298","Cerchi dei gemelli camicia per uomo, originali e realizzati a mano, ecco il sito che fa per te. Accessori unici fatti in filigrana. Guarda la nostra collezione.","160","877","","0","Gemelli camicia uomo - Accessori Uomo","37","","0","Gemelli camicia uomo","20","","0","index,follow","","","46032","435","4","10","61","5","599984634995d0f9306f18c30aac12bc","0.68","",""
"http://www.fedesarda.it/es/13-anillo-de-oro-de-cerdena-fede-sarda","text/html; charset=utf-8","200","OK","anillos de oro de filigrana hechos totalmente a mano en Cerdeña. Comprar ahora - FedeSarda.it","93","763","Joyería de filigrana sarda en oro y plata, ""Fedi Sarde"" de nuestra producción, totalmente artesanal. Echa un vistazo a nuestra página web","137","792","fede sarda, fede sarda oro,fedi sarde,fedina sarda,fede sarda prezzo,filigrana sarda,gioielli sardi","99","Anillo de Oro de Cerdena ""Fede Sarda"" ","38","","0","","0","","0","index,follow","","","71384","620","3","103","129","4","ee6eb18931b905c779ecc7a216cf0d30","0.722","",""
"http://www.fedesarda.it/modules/blockbanner/img/1fe942e2b729f5817a67bb44c364a179.jpg","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","2","0","0","0","","","",""
"http://www.fedesarda.it/modules/homeslider/images/b3463707c71aa01d243fb7541e197dbfe5238507_fedi%20sarde%20tradizionali.jpg","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","2","0","0","0","","","",""
"http://www.fedesarda.it/240-home_default/bijoux-faits-a-la-main-en-filigrane-d-argent.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","10102","0","5","0","0","0","","0.041","Thu, 24 Mar 2016 17:55:45 GMT",""
"http://www.fedesarda.it/themes/default-bootstrap/cache/v_24_49ed49945213781e0bc1e87067ebb6ad.js","application/javascript","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","3","0","0","0","","0.065","Sun, 26 Feb 2017 21:29:40 GMT",""
"http://www.fedesarda.it/gb/23--silver-cufflinks-","text/html; charset=utf-8","200","OK","Cufflinks, silver and golden. Filigree - FedeSarda.it","53","403","Realization of cufflinks, men's, Sardinian filigree . All our products are made entirely by hand. Gold and Silver cufflinks. Look at our new collection of men's jewelry. Unique and inimitable.","192","1068","cufflinks,filigree,men accessories","34","silver cufflinks  ","18","","0","","0","","0","index,follow","","","42915","399","3","91","86","4","b9ca0f8314f2b3300769507b76b35ce7","0.614","",""
"http://www.fedesarda.it/174-home_default/fascia-fede-sarda-in-oro-.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","6553","0","3","0","0","0","","0.055","Fri, 07 Aug 2015 22:28:00 GMT",""
"http://www.fedesarda.it/es/","text/html; charset=utf-8","200","OK","Cerdeña filigrana hecho a mano - FedeSarda.it - FedeSarda.it","60","493","Creamos joyas enteramente hecha a mano con la técnica de la filigrana sarda. Aquí usted puede encontrar el verdadero y original ""Fede Sarda"" , el anillo de boda tradicional de Cerdeña","183","1066","fedi sarde,gioielli sardi,filigrana sarda,acquisto fede sarda,fede sarda prezzi,fede sarda oro bianco","101","","0","","0","Envío en todo el mundo","22","El servicio al cliente siempre","30","index,follow","","","56432","627","2","4","111","5","f087b125a50512231f06b46b0b9a5ae4","0.522","",""
"http://www.fedesarda.it/modules/themeconfigurator/img/dae91861589f47ffdeb89a4120568275b0027ee9_anello-argento-filigrana-sarda.jpg","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","2","0","0","0","","","",""
"http://www.fedesarda.it/221-cart_default/anello-uomo-argento-filigrana.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","1503","0","4","0","0","0","","0.038","Fri, 12 Feb 2016 10:14:31 GMT",""
"http://www.fedesarda.it/it/collane-e-ciondoli-argento/179-sardegna-ciondolo-argento.html","text/html; charset=utf-8","200","OK","Sardegna, ciondolo in argento","29","240","Ciondolo Sardegna realizzato in argento. Porta con te un ricordo della nostra terra","83","471","","0","Sardegna ciondolo in argento","28","","0","Sardegna, ciondolo in argento Misure  lunghezza cm.3   larghezza cm 1,8 Disponibile anche in argento dorato ","108","","0","index,follow","","","58821","531","3","43","107","5","758d462f707226d31c117138edbf0a65","0.755","",""
"http://www.fedesarda.it/gb/24-rings","text/html; charset=utf-8","200","OK","Rings - FedeSarda.it","20","165","","0","0","","0","Rings ","6","","0","","0","","0","index,follow","","","50321","443","3","94","107","4","c11144c751c22ee78897c10dd44064ab","0.557","",""
"http://www.fedesarda.it/it/home/68-gioielli-sardi-filigrana-orecchini-sfera-bruniti.html","text/html; charset=utf-8","200","OK","Orecchini sardi | Realizzazione artigianale","43","333","Orecchini in argento brunito realizzati in filigrana sarda. Realizziamo prodotti sardi da oltre trent'anni creando opere d'arte uniche e di grande valore.","154","846","","0","Gioielli sardi filigrana orecchini sfera bruniti","48","","0","","0","","0","index,follow","","","48685","419","3","21","63","5","ca86e158830ec5ed5a8a88b5379d3a9c","0.635","",""
"http://www.fedesarda.it/74-thickbox_default/boucles-d-oreilles-sardes-filigrane-d-argent-petite-feuille-un-hamecon.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","69653","0","5","1","0","0","","0.038","Wed, 15 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/themes/default-bootstrap/cache/v_24_6c177b3447670458407770ce6a79eec4.js","application/javascript","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","2","0","0","0","","0.052","Sun, 26 Feb 2017 14:33:40 GMT",""
"http://www.fedesarda.it/es/home/40-pendientes-de-cerdena-filigrana-de-plata-hoja-pequena-anzuelo.html","text/html; charset=utf-8","200","OK","Pendientes de cerdena.Filigrana de plata, hoja pequena, anzuelo","63","519","Aretes de filigrana de Cerdeña con pequeños puntos y hojas. Aquí usted puede encontrar las joyas de Cerdeña originales!","119","703","","0","Pendientes de Cerdeña, filigrana de plata, hoja pequeña, anzuelo","64","","0","","0","","0","index,follow","","","43641","464","4","22","62","5","d3a821cfff1244d8fba892d740a0bd2f","0.602","",""
"https://www.fedesarda.it/gb/search?tag=sardinian+filigree","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","4","16","0","0","","","",""
"http://www.fedesarda.it/it/collane-e-ciondoli-argento/173-bottone-sardo-con-crisoprasio-naturale.html","text/html; charset=utf-8","200","OK","Bottone Sardo | Ciondolo in filigrana d'argento","47","368","Bottone tipico della tradizione sarda rivisitato in chiave moderna. Bottoni sardi unici ed originali, puoi trovarli solo su fedesarda.it","136","734","","0","Bottone Sardo | Ciondolo in filigrana d'argento","47","","0","Bottone sardo in filigrana. argento 925% con centrale crisoprasio naturale","74","","0","index,follow","","","59277","529","4","35","107","5","9da4ad7c4b2dc9719b578b08883d4e3d","0.582","",""
"http://www.fedesarda.it/gb/home/19-sardinian-filigree-earrings-corbula-gold.html","text/html; charset=utf-8","200","OK","Sardinian filigree earrings corbula yellow gold 750 handmade entirely","69","549","In our store you will find a wide range of gold and silver earrings, necklaces and rings typical Sardinian. Sardinian filigree traditional and modern.","150","826","","0","Sardinian filigree earrings corbula gold","40","","0","Orecchini filigrana sarda oro 750 corbula a pernio ","51","","0","index,follow","","","45229","444","3","22","63","5","3410802f4ac950ecfdfcc997b0b8c53","0.698","",""
"http://www.fedesarda.it/118-medium_default/pulsera-de-filigrana-de-cerdena-de-plata-dorada-con-bolas.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","3986","0","5","0","0","0","","0.037","Mon, 24 Nov 2014 06:00:00 GMT",""
"http://www.fedesarda.it/themes/default-bootstrap/cache/v_24_8cf8e78d0b783fcba17dfdadd2c91fa5.js","application/javascript","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","3","0","0","0","","0.056","Sun, 26 Feb 2017 14:39:05 GMT",""
"http://www.fedesarda.it/195-cart_default/filigrane-boucles-d-oreilles-boutons-demi-sphere-en-argent.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","1676","0","5","0","0","0","","0.046","Wed, 09 Dec 2015 16:37:00 GMT",""
"http://www.fedesarda.it/it/17-orecchini-oro","text/html; charset=utf-8","200","OK","Orecchini filigrana oro - Made in Italy - FedeSarda.it","54","411","Gioielli in filigrana realizzati a mano, produzione interamente artigianale di gioielli sardi, orecchini, anelli e bracciali","124","657","orecchini filigrana oro, orecchini oro,orecchini sardi oro,filigrana sarda","74","Orecchini oro ","14","","0","","0","","0","index,follow","","","68724","590","2","212","133","4","d72a9491f55110c80028c213b64e25ee","0.654","",""
"http://www.fedesarda.it/53-cart_default/orecchini-filigrana-sarda-in-oro-giallo-.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","1516","0","3","0","0","0","","0.037","Tue, 14 Oct 2014 05:00:00 GMT",""
"http://www.fedesarda.it/260-large_default/artesania-en-linea-anillo-de-oro-cerdena-con-el-centro.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","44346","0","4","0","0","0","","0.037","Sat, 29 Oct 2016 18:33:24 GMT",""
"http://www.fedesarda.it/it/home/146-anello-fidanzamento-sardegna-oro-5-fili-.html","text/html; charset=utf-8","301","Moved","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","2","1","1","0","","0.312","","http://www.fedesarda.it/it/fedi-sarde-oro/146-anello-fidanzamento-sardegna-oro-5-fili-.html"
"http://www.fedesarda.it/it/anelli-fedi-sarde/124-fascia-fede-sarda-in-oro-.html","text/html; charset=utf-8","200","OK","Fede sarda fascia in oro lavorata a mano. Anelli a fascia uomo donna","68","550","Anello fascia fede sarda realizzato in filigrana sarda. Anelli a veretta maschili e femminili, realizzati in oro e argento. ","124","669","","0","Fascia fede sarda in oro artigianale","36","","0","Anello fascia fede sarda lavorata a mano","40","Fede sarda a fascia in oro 18 kt. ","34","index,follow","","","89283","673","3","33","151","5","35d34b2bd2ce32e99e174fc71ccb87c8","0.808","",""
"http://www.fedesarda.it/img/st/6.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","4208","0","3","0","0","0","","0.039","Mon, 02 Mar 2015 06:00:00 GMT",""
"http://www.fedesarda.it/155-home_default/veretta-sarda-in-argento-dorato-4-fili-nido.jpg","image/jpeg","200","OK","","0","0","","0","0","","0","","0","","0","","0","","0","","","","14426","0","2","0","0","0","","0.039","Sun, 10 May 2015 05:00:00 GMT",""
"http://www.fedesarda.it/fr/home/46-jewel-sarde-pendentif-en-argent-en-filigrane.html","text/html; charset=utf-8","200","OK","Bijoux sardes, pendentif, argent et or, en filigrane sarde.","59","446","Pendentifs en or et d'argent en filigrane sarde. Bijoux faits main en filigrane. Large gamme de charmes et pendentifs en or et argent.","134","759","","0","Jewel sarde pendentif en argent en filigrane","44","","0","","0","","0","index,follow","","","49740","480","4","32","81","5","c3d75a39f5ebcc3db3526f9362b1d7cb","0.697","",""
